dialogue_id	turn_id	utterance
371	a3	Oh yeah, I love their wraps.
371	b3	I really like their crunch wraps
372	a1	Where did you get that great purse?
372	b1	I found it online.
373	a2	Did you get free shipping?
373	b2	I always do. I have Amazon Prime.
374	a3	It's not free if you pay $79/year for it.
374	b3	But it does ensure the most I'll pay for shipping will be 79 dollars per year and I do order alot of things online with Amazon.
375	a1	Can I get you a glass of water?
375	b1	That would be great.
376	a2	Do you want ice in your water?
376	b2	No thanks, I like it warm.
377	a3	Okay, coming right up.
377	b3	Thank you. You're so nice.
378	a1	Do you have any pets?
378	b1	I have a betta fish, he is named Arthur.
379	a2	Cool! I have one too!
379	b2	I got him a couple weeks ago.
380	a3	I also have a dog!
380	b3	Cool I love dogs.
381	a1	That's a great shirt where did you get it?
381	b1	I got It at the mall.
382	a2	How much was it?
382	b2	It was $32 in the new store next to the theater.
383	a3	Sweet. Was that the regular price or was it on sale?
383	b3	That was the regular price.
384	a1	Could I have some milk please?
384	b1	Yes, I will pour you a glass.
385	a2	Thank you so much! I love milk.
385	b2	Well, we can't have cookies without milk!
386	a3	Do we have cookies here?
386	b3	Yes, chocolate chip or Oreos?
387	a1	Have you ever gone hunting?
387	b1	No, I have not.
388	a2	Do you like the idea of hunting?
388	b2	I like the idea of eating meat, but not of killing it.
389	a3	Do you go fishing?
389	b3	Yes, I love to fish.
390	a1	Are these dishes clean?
390	b1	yeah just done them
391	a2	Then why are there noodles hanging from that plate?
391	b2	Because I didn't scrub hard enough.
392	a3	Can you please clean them again then?
392	b3	i guess so.
393	a1	Are you feeling well?
393	b1	No, I've been feeling sick for a while now.
394	a2	Maybe you should go to the doctor.
394	b2	Too hard to get an appointment. I might head to the urgent care clinic.
395	a3	I can take you if you want a ride.
395	b3	Yes please. I will feel much better if I had someone with me.
396	a1	Can you bring that to me?
396	b1	Of course, I'll be back soon.
397	a2	Thanks so much!
397	b2	You are very welcome.
398	a3	Drive carefully, it's raining pretty hard out there.
398	b3	I will take it nice and slow, thanks.
399	a1	Where are my pants?
399	b1	Sorry, I forgot to take them out of the Dryer.
400	a2	That's fine, I'll get them.
400	b2	I hope they're done.
401	a3	Me too, I hate going to parties with wet pants.
401	b3	If they aren't dry we can find something else for you to wear tonight!
402	a1	I want some french fries?
402	b1	Okay, here you go
403	a2	Thanks, do you have any ketchup?
403	b2	No, just ranch.
404	a3	Ok, ranch will be fine.
404	b3	Here you go, Enjoy!
405	a1	When will you be home?
405	b1	sometime after six
406	a2	That's later than usual.
406	b2	I know, I work to hard.
407	a3	Is this for the extra project?
407	b3	Yeah I've been working every detail to the t to make sure my boss is happy. I think with all this hard work I just may get a promotion.
408	a1	What kind of life is this?
408	b1	a short one
409	a2	No time to enjoy it, that's for sure.
409	b2	We work such long, tiring hours.
410	a3	I know and unfortunately that's part of life
410	b3	I think we should make some time to do something fun.
411	a1	Hi! I am the store's manager, how can I help you?
411	b1	I'm looking for the salmon.
412	a2	Sir, this is a book store. Do you mean you want a book about salmon?
412	b2	No, I need the actual fish. Can you help?
413	a3	Then go next door to the grocery store, I am pretty sure they can help you with that.
413	b3	No, the book I'm looking for is called The Actual Fish. Do you have it?
414	a1	Do we have any cereal?
414	b1	Yes in the back of the fridge
415	a2	Why on earth is the cereal in the fridge?
415	b2	I like it cool and it keeps it fresh longer.
416	a3	Alrighty, we all have our quirks.
416	b3	At least it's not as weird as yours where you like to drink sour milk.
417	a1	Could you please zip up my jacket?
417	b1	Yes I can.
418	a2	Thank you, my arthritis makes it difficult for me to do.
418	b2	Would you like me to get you two Motrin?
419	a3	Yes, please. I need to take some more.
419	b3	Do you ever have to ask strangers to do that for you?
420	a1	Do you know of any good places to eat?
420	b1	Yes, I do. It's a steakhouse.
421	a2	I'm not a big fan of steak. Do they do other things?
421	b2	Yeah, but it's really a place for steak.
422	a3	Maybe we can go someplace else?
422	b3	Look at the menu first and see what they have.
423	a1	What is your email address?
423	b1	I will text it to ya!
424	a2	Why don't you just email it to me?
424	b2	I can do whichever is easier for you.
425	a3	Email is definitely way easier for me.
425	b3	I'll get it done in a minute.
426	a1	What time Is the movie?
426	b1	Stop yelling at me!
427	a2	I can't help, It my volume Is stuck on max!
427	b2	I'm not going to continue until you fix that!
428	a3	It's really annoying when people shout at me!
428	b3	Oh Is It?
429	a1	What you mean by yes?
429	b1	To clarify, I mean the opposite of 'no'.
430	a2	So you have always loved me?
430	b2	Yes, I have always loved you.
431	a3	Interesting, why didn't you tell me earlier?
431	b3	Couldn't you tell by the way I acted?
432	a1	How do you like your teacher?
432	b1	She is a sweetheart. I love her.
433	a2	Do you like her style of teaching?
433	b2	I do, she's very inventive.
434	a3	What kind of things does she do?
434	b3	She makes up funny songs about things so they're easier for us to remember and we play lots of games.
435	a1	How have you been?
435	b1	I've been good. Thanks.
436	a2	Would you like to grab some coffee?
436	b2	I am on my way to work. How about tomorrow?
437	a3	I can't do tomorrow, sorry. How about Friday evening?
437	b3	Busy. Saturday morning? We can find a place for brunch and take the whole family.
438	a1	Could I get sugar in my coffee?
438	b1	Sure, how many teaspoons would you like?
439	a2	2 teaspoons please.
439	b2	Don't you think that's sort of a lot of sugar?
440	a3	What are you, a dietician?
440	b3	No, but I really think that's too much sugar.
441	a1	This is delicious, did you cook it yourself?
441	b1	No I ordered from the place on the corner.
442	a2	What's it called?
442	b2	It's called Momma B's Cucina.
443	a3	Oh, is that a new restaurant?
443	b3	No, it's been around for ages!
444	a1	Do you feel pain?
444	b1	Yes! It really hurts!
445	a2	How bad is your pain?
445	b2	On a scale of one to ten, it's a 4.
446	a3	You have a very low pain tolerance, don't you?
446	b3	Considering I have had 10 broken bones in my lifetime I would have to disagree.
447	a1	Check whether they deliver to UK?
447	b1	Okay, sure, I'll find out and let you know.
448	a2	I look forward to hearing back from you.
448	b2	No problem shouldn't take me too long to find out.
449	a3	It's been a while. What did you find out?
449	b3	They do ship to the UK and if you buy $100 or more shipping is free.
450	a1	How old are you now?
450	b1	Thirty-one and holding!
451	a2	You don't look like you're 31 at all!
451	b2	You're so kind.
452	a3	No; I mean it! I figured you for 26 max.
452	b3	26? Well, now you are just teasing me.
453	a1	Can you come to the party?
453	b1	No, I am sorry I could not come to the party.
454	a2	No problem,we didn't want you there anyway
454	b2	Wow, what a nice thing to say.
455	a3	i always say nice things
455	b3	Yeah your a real charmer .
456	a1	Who else caught the game last night?
456	b1	I didn't get to see it because I don't have cable.
457	a2	I am sorry to hear that because it was awesome!
457	b2	Hopefully I get a chance to see the next game.
458	a3	The next game is on tonight.
458	b3	May be I can join you.
459	a1	Where did Mona go?
459	b1	I really don't know.
460	a2	Well, what would be your best guess as to where she might be?
460	b2	I can guarantee that she is most definitely not here.
461	a3	I didn't ask you if she was there. I just wondered if you knew where she might be.
461	b3	No, I still don't know. Why don't we call her cell phone?
462	a1	I am very cold, will you get me a blanket?
462	b1	Yes I will, just give me a minute.
463	a2	I will die if you don't give it to me now!
463	b2	Then get it yourself if you can't wait!
464	a3	You'd like that, wouldn't you?
464	b3	Yes I would.
465	a1	Fancy coming to the gym with me after work?
465	b1	No, because I have to meet with my kid's teacher.
466	a2	Nothing bad, I hope?
466	b2	The usual. Nevaeh kept teasing Katie and pulling her hair, so Katie yelled at her to stop, and now for some reason Katie is the one in trouble again.
467	a3	That's not surprising. She may be learning aggressive behaviors from her sister.
467	b3	I think you might be right.
468	a1	Are you still enjoying your job?
468	b1	Yes, they haven't completely stolen my soul yet.
469	a2	How long do you think it will be until they do?
469	b2	Weeks, I guess. Months if they improve the quality of the coffee.
470	a3	You could just bring your own coffee and save your soul.
470	b3	You are right, but I prefer otherwise.
471	a1	Can you call the doctor?
471	b1	Yes I will, let me look up his number.
472	a2	The number is 911, fool.
472	b2	You said the doctor, not emergency.
473	a3	Okay okay, sorry i'm just in a lot of pain!
473	b3	That's okay. Let's get you seen to!
474	a1	Where did I park the car?
474	b1	You parked it in Lot A
475	a2	Shouldn't I have a slip for it?
475	b2	No, this lot no longer uses slips. They scan your eye remember?
476	a3	Oh, I hate that. It always makes me nervous.
476	b3	It's the way of the future.
477	a1	It's very hot today, don't you think?
477	b1	Yes, it is very hot today.
478	a2	I blame global warming.
478	b2	That seems unlikely, but possible I guess.
479	a3	Well it's a fact. They say so in the news.
479	b3	You can't believe everything you hear.
480	a1	Do you want to bike ride together sometime?
480	b1	Yes, tomorrow morning would be a great.
481	a2	I'm busy tomorrow morning, how about in the afternoon?
481	b2	Sure, the afternoon works too. Prepare to sweat though!
482	a3	I know, it's going to be a scorcher!
482	b3	I know, supposed to be in the 100s tomorrow.
483	a1	Did you have lunch yet?
483	b1	Not yet, I normally go around 1pm.
484	a2	Okay, can I come with you?
484	b2	No, I really don't want you to join me, sorry.
485	a3	Why not? Did I offend you somehow, or do you just need some time to yourself?
485	b3	I just need some time to myself. I have a lot to think about.
486	a1	Which button do I press?
486	b1	Press the button on the left of the elevator.
487	a2	Thank you. This one?
487	b2	Yes, that's the right one.
488	a3	So, it's kind of crowded today, huh?
488	b3	No it's always crowded.
489	a1	Do you want to watch a movie?
489	b1	Sure. Which movie?
490	a2	I want to watch a comedy. How about Rush Hour?
490	b2	I suppose we could watch that, though I'd prefer something else.
491	a3	DO you have any SNL recorded?
491	b3	Yes there's around 4 of them on the DVR.
492	a1	Would you like to got to the movies tonight?
492	b1	I would love to!
493	a2	Do you know what movie you want to watch?
493	b2	I don't care, you decide.
494	a3	It'll be a surprise then!
494	b3	For me, not you!
495	a1	Have you seen my glasses?
495	b1	I have not seen your glasses.
496	a2	Oh okay, I have misplaced them somewhere!
496	b2	Did you look on your desk?
497	a3	of course I did, you think I left them at the office?
497	b3	It's possible, you can check tomorrow.
498	a1	Can you please help me?
498	b1	Yes, what do you need?
499	a2	I need you to help me bring the groceries in please.
499	b2	OK, where should I put them?
500	a3	On the counter would be great.
500	b3	Ok here you go. Need help putting them away?
501	a1	What's your favorite dessert?
501	b1	Molten Chocolate Lava cake with Raspberries
502	a2	Oh my God, that sounds grand!
502	b2	Yes, let's go get some!
503	a3	I've been dying to try that new cafe. Maybe it's on their menu?
503	b3	I'll pull it up online and find out.
504	a1	Does anyone consider me their best friend?
504	b1	Me of course!
505	a2	Mom, you totally don't count!
505	b2	Why don't I count?
506	a3	Because you are supposed to be my mom and not my friend.
